	SYMBOL	ENTREZID
1258	PPP1R8	5511
1259	TRAFD1	10906
1260	PIGH	5283
1261	CDK7	1022
1262	CDC40	51362
1263	TBL2	26608
1264	NUBPL	80224
1265	ANKRD16	54522
1266	MZT2B	80097
1267	SF3B2	10992
1268	AKIRIN1	79647
1269	ZDHHC13	54503
1270	REPIN1	29803
1271	PDCD2	5134
1272	DMXL1	1657
1273	ZNF3	7551
1274	GTF3C6	112495
1275	TEAD3	7005
1276	ATP6V1G1	9550
1277	MRPS7	51081
1278	FARSB	10056
1279	TMED5	50999
1280	RNF185	91445
1281	BCAR1	9564
1282	COX11	1353
1283	COPS6	10980
1284	LYPLA2	11313
1285	HSF2	3298
1286	CETN3	1070
1287	RPS6KB1	6198
1288	MTFR1	9650
1289	MOSPD1	56180
1290	CSDE1	7812
1291	GTPBP8	29083
1292	CASP8	841
1293	EFHD2	79180
1294	MOGS	7841
1295	TEX261	113419
1296	FKBP3	2287
1297	DYNLL2	140735
1298	SLIRP	81892
1299	ANP32A	8125
1300	EVI5	7813
1301	SPPL3	121665
1302	KIF2A	3796
1303	C1D	10438
1304	USP30	84749
1305	CDKN2AIP	55602
1306	SP4	6671
1307	FYTTD1	84248
1308	PRMT7	54496
1309	PDCD6IP	10015
1310	POLR3H	171568
1311	ZMYND11	10771
1312	SSH1	54434
1313	ZNF207	7756
1314	BCCIP	56647
1315	COPS2	9318
1316	INPP5B	3633
1317	GLT8D1	55830
1318	RBPJ	3516
1319	INTS9	55756
1320	ITCH	83737
1321	TMEM126B	55863
1322	MECP2	4204
1323	GIPC1	10755
1324	FDX1	2230
1325	KEAP1	9817
1326	PHF5A	84844
1327	SOCS5	9655
1328	PIGF	5281
1329	RABEP1	9135
1330	VPS26A	9559
1331	TMEM184C	55751
1332	LNPEP	4012
1333	RAB5C	5878
1334	AFAP1	60312
1335	VEZT	55591
1336	NCBP1	4686
1337	UNC50	25972
1338	MKRN1	23608
1339	PGLS	25796
1340	EAPP	55837
1341	FUBP3	8939
1342	KLHL18	23276
1343	ZC3H10	84872
1344	ACADVL	37
1345	PEX3	8504
1346	HDAC6	10013
1347	LIMD1	8994
1348	FAM185A	222234
1349	ARID2	196528
1350	SFT2D3	84826
1351	TMEM165	55858
1352	NFATC3	4775
1353	GTPBP10	85865
1354	DTWD2	285605
1355	NDUFB7	4713
1356	NUMB	8650
1357	DDX18	8886
1358	FTSJ3	117246
1359	TBC1D20	128637
1360	LIMK2	3985
1361	PSMC5	5705
1362	CDC73	79577
1363	ILK	3611
1364	SNX11	29916
1365	TRAK1	22906
1366	SLC39A7	7922
1367	OGFOD2	79676
1368	DHX32	55760
1369	ANKS1A	23294
1370	FBXO11	80204
1371	METTL4	64863
1372	CCDC59	29080
1373	ELAC2	60528
1374	CPEB2	132864
1375	TINF2	26277
1376	CUL9	23113
1377	EZH1	2145
1378	CCDC25	55246
1379	RAB11FIP2	22841
1380	GCOM1	145781
1381	TCEAL4	79921
1382	RWDD4	201965
1383	DNPEP	23549
1384	NIPA1	123606
1385	ZNF639	51193
1386	GRPEL2	134266
1387	COQ10A	93058
1388	ARHGEF12	23365
1389	EIF2B3	8891
1390	STX17	55014
1391	CPOX	1371
1392	UBLCP1	134510
1393	NCK1	4690
1394	CRY2	1408
1395	VKORC1L1	154807
1396	TMEM167A	153339
1397	FASTKD2	22868
1398	ABCB7	22
1399	SLC25A36	55186
1400	SMARCA2	6595
1401	POP5	51367
1402	C15orf40	123207
1403	USP40	55230
1404	RHOT1	55288
1405	ACTR1B	10120
1406	KTN1	3895
1407	PNPLA8	50640
1408	HSF1	3297
1409	LRRC47	57470
1410	BCL7B	9275
1411	FARS2	10667
1412	SUB1	10923
1413	SLC30A7	148867
1414	LONRF1	91694
1415	PNPLA6	10908
1416	YIPF3	25844
1417	ERI2	112479
1418	GOLGA3	2802
1419	ZNF687	57592
1420	RHOA	387
1421	LRRC8A	56262
1422	E4F1	1877
1423	UGGT1	56886
1424	ELP5	23587
1425	MANBAL	63905
1426	KAT5	10524
1427	DLG5	9231
1428	MOB2	81532
1429	FEM1A	55527
1430	DCAF10	79269
1431	VDAC2	7417
1432	DLAT	1737
1433	HAUS3	79441
1434	VPS41	27072
1435	MED12	9968
1436	HERPUD2	64224
1437	CTDSPL	10217
1438	RPS6KA4	8986
1439	DDX54	79039
1440	PUM1	9698
1441	FAM210A	125228
1442	SNX21	90203
1443	SRSF9	8683
1444	ZBTB2	57621
1445	PPT2	9374
1446	GUF1	60558
1447	PTTG1IP	754
1448	C1GALT1	56913
1449	SUN1	23353
1450	LCORL	254251
1451	GGA2	23062
1452	C9orf40	55071
1453	USP32	84669
1454	WIPF2	147179
1455	NPAT	4863
1456	PTRH2	51651
1457	MLLT1	4298
1458	ATP13A3	79572
1459	TM2D1	83941
1460	NCOA3	8202
1461	ELOF1	84337
1462	RABGGTA	5875
1463	ACTR8	93973
1464	FXR1	8087
1465	DRG1	4733
1466	BCL2L2-PABPN1	100529063
1467	BCOR	54880
1468	SNRPD3	6634
1469	ASB6	140459
1470	CD2AP	23607
1471	BAZ1B	9031
1472	ZNF263	10127
1473	SENP1	29843
1474	POGLUT1	56983
1475	TRIM21	6737
1476	TCEANC2	127428
1477	CAPZB	832
1478	PIGQ	9091
1479	SSB	6741
1480	SOS1	6654
1481	NFS1	9054
1482	IST1	9798
1483	TTPAL	79183
1484	ISOC1	51015
1485	MRPS5	64969
1486	PTPRB	5787
1487	LYRM2	57226
1488	NRBF2	29982
1489	BBX	56987
1490	NMT2	9397
1491	SPRYD3	84926
1492	RNF40	9810
1493	TOM1	10043
1494	COPS4	51138
1495	HS1BP3	64342
1496	EMC1	23065
1497	ZNF527	84503
1498	STAM2	10254
1499	PGAM1	5223
1500	MRPS16	51021
1501	IP6K1	9807
1502	SGPP2	130367
1503	SUSD1	64420
1504	IFT80	57560
1505	ERCC3	2071
1506	DCLRE1A	9937
1507	TRMT2B	79979
1508	PHKB	5257
1509	TBP	6908
1510	RPE	6120
1511	SSR3	6747
1512	MRPS27	23107
1513	GRHPR	9380
1514	PEX26	55670
1515	RAB3GAP2	25782
1516	ZDHHC21	340481
1517	ACTR2	10097
1518	CYC1	1537
1519	INO80E	283899
1520	NAP1L2	4674
1521	MRPL15	29088
1522	TSN	7247
1523	PGRMC2	10424
1524	NAPG	8774
1525	PYROXD1	79912
1526	DHX40	79665
1527	ZNF37A	7587
1528	NR2F6	2063
1529	REPS1	85021
1530	ENOPH1	58478
1531	RBM4	5936
1532	TPRA1	131601
1533	PHC1	1911
1534	SMPD2	6610
1535	KBTBD4	55709
1536	ZNF146	7705
1537	B4GALT2	8704
1538	TRIM8	81603
1539	SLMAP	7871
1540	TRMT12	55039
1541	PHTF2	57157
1542	NDUFAF6	137682
1543	ARL6IP4	51329
1544	DDX10	1662
1545	NUDT5	11164
1546	DCTN6	10671
1547	ARHGAP21	57584
1548	C1orf52	148423
1549	ZBTB40	9923
1550	ANAPC7	51434
1551	ATP6V1D	51382
1552	C2orf42	54980
1553	GPR35	2859
1554	BTBD9	114781
1555	MVP	9961
1556	CLIP1	6249
1557	GALNT11	63917
1558	GEMIN5	25929
1559	AFTPH	54812
1560	DHTKD1	55526
1561	RNF111	54778
1562	TXN2	25828
1563	AGPAT1	10554
1564	BUD31	8896
1565	TMEM170A	124491
1566	INSR	3643
1567	TTI2	80185
1568	MPV17	4358
1569	NOL11	25926
1570	TRIM37	4591
1571	TAF8	129685
1572	TRAPPC12	51112
1573	TMEM135	65084
1574	ANKRD42	338699
1575	TRIP4	9325
1576	TIPARP	25976
1577	SNX15	29907
1578	OTUD7B	56957
1579	PWWP2B	170394
1580	IDH3B	3420
1581	AGL	178
1582	COBLL1	22837
1583	NDUFB11	54539
1584	CASP3	836
1585	DCBLD1	285761
1586	SH2D4A	63898
1587	ATF1	466
1588	USP28	57646
1589	ZCCHC17	51538
1590	PSMA6	5687
1591	SIAH1	6477
1592	FRMD8	83786
1593	COG5	10466
1594	ZNF12	7559
1595	FAM171A1	221061
1596	PPP2CA	5515
1597	FAF1	11124
1598	VPS37A	137492
1599	SNAPC5	10302
1600	SIN3A	25942
1601	ANKIB1	54467
1602	HECTD3	79654
1603	LRPAP1	4043
1604	FBXW8	26259
1605	ARL5A	26225
1606	MTMR12	54545
1607	BEND7	222389
1608	PSENEN	55851
1609	TMX1	81542
1610	STT3A	3703
1611	TRIAP1	51499
1612	RAPGEF1	2889
1613	SNX30	401548
1614	XPO7	23039
1615	TRIP12	9320
1616	ZFP36L2	678
1617	COMMD9	29099
1618	DNAJC16	23341
1619	MCFD2	90411
1620	MAP2K4	6416
1621	SLAIN2	57606
1622	SH3GLB1	51100
1623	AP4E1	23431
1624	ZBTB25	7597
1625	ERP44	23071
1626	DENND6A	201627
1627	NADK	65220
1628	THAP6	152815
1629	DENR	8562
1630	ZMYM6	9204
1631	SNAPC3	6619
1632	AXIN1	8312
1633	LEMD3	23592
1634	GYS1	2997
1635	TERF2	7014
1636	WWP2	11060
1637	FAM222B	55731
1638	UBXN1	51035
1639	GSDMD	79792
1640	CRTC3	64784
1641	APAF1	317
1642	YTHDC2	64848
1643	MTMR9	66036
1644	N4BP1	9683
1645	PSEN2	5664
1646	AASDH	132949
1647	HNRNPUL1	11100
1648	SCLT1	132320
1649	COPS8	10920
1650	COX10	1352
1651	BTAF1	9044
1652	KLF13	51621
1653	INTS8	55656
1654	EFCAB7	84455
1655	SNX22	79856
1656	PI4KA	5297
1657	SLC7A6OS	84138
1658	CSTF2T	23283
1659	ATG4B	23192
1660	IRF2	3660
1661	NBN	4683
1662	BUB3	9184
1663	NUS1	116150
1664	NRF1	4899
1665	ROMO1	140823
1666	WLS	79971
1667	PDIA5	10954
1668	SAT2	112483
1669	ZNF346	23567
1670	COIL	8161
1671	COMMD5	28991
1672	MOV10	4343
1673	PPP1R7	5510
1674	BABAM1	29086
1675	ANKFY1	51479
1676	PSMD2	5708
1677	AP2A2	161
1678	SAV1	60485
1679	PREPL	9581
1680	MEPCE	56257
1681	MMADHC	27249
1682	PJA2	9867
1683	DGKZ	8525
1684	UBE2R2	54926
1685	PAXIP1	22976
1686	MRPL28	10573
1687	SNX5	27131
1688	CDC123	8872
1689	TRAF3	7187
1690	STX6	10228
1691	ATL2	64225
1692	CD2BP2	10421
1693	SCFD1	23256
1694	PCGF5	84333
1695	PHF23	79142
1696	LRRC1	55227
1697	TRIM56	81844
1698	ANXA11	311
1699	EXOC6	54536
1700	IMP4	92856
1701	ANKRD39	51239
1702	NUDCD1	84955
1703	ANAPC15	25906
1704	CNPPD1	27013
1705	ZCRB1	85437
1706	CFDP1	10428
1707	ETAA1	54465
1708	ASCC2	84164
1709	SECISBP2L	9728
1710	ERLIN2	11160
1711	BECN1	8678
1712	EIF3J	8669
1713	S100PBP	64766
1714	LSG1	55341
1715	ZBTB26	57684
1716	SLC25A24	29957
1717	TTC27	55622
1718	GFER	2671
1719	MSH3	4437
1720	SIK3	23387
1721	DDX6	1656
1722	ZBTB7A	51341
1723	UBR1	197131
1724	TYK2	7297
1725	UBE2W	55284
1726	GOLGA7	51125
1727	CMC2	56942
1728	TCTN3	26123
1729	REV1	51455
1730	GINM1	116254
1731	C19orf53	28974
1732	MCU	90550
1733	TIGD5	84948
1734	IPPK	64768
1735	MITD1	129531
1736	SHARPIN	81858
1737	RAD21	5885
1738	MRPL3	11222
1739	KLF10	7071
1740	MED9	55090
1741	FZD6	8323
1742	DAB2IP	153090
1743	DRG2	1819
1744	NPRL2	10641
1745	MGAT4B	11282
1746	LENG1	79165
1747	TRAPPC10	7109
1748	CYTH1	9267
1749	PRRC1	133619
1750	VPS54	51542
1751	SNX29	92017
1752	PPFIA1	8500
1753	RSPRY1	89970
1754	NAB1	4664
1755	NUP153	9972
1756	HMG20B	10362
1757	NDUFAF1	51103
1758	JKAMP	51528
1759	KRAS	3845
1760	THUMPD3	25917
1761	ZNF384	171017
1762	MCM9	254394
1763	RER1	11079
1764	OVOL1	5017
1765	PMPCA	23203
1766	POMT1	10585
1767	RBM45	129831
1768	HSBP1	3281
1769	C8orf44-SGK3	100533105
1770	THAP4	51078
1771	PWWP2A	114825
1772	NF2	4771
1773	C1orf174	339448
1774	MRPS2	51116
1775	CRBN	51185
1776	PIGO	84720
1777	DNAJC27	51277
1778	THRAP3	9967
1779	UROS	7390
1780	LSM1	27257
1781	FARP2	9855
1782	AEBP2	121536
1783	KIAA1191	57179
1784	FNIP2	57600
1785	LRRC42	115353
1786	NLK	51701
1787	LATS1	9113
1788	PHF1	5252
1789	VTA1	51534
1790	VPS52	6293
1791	ZNF354A	6940
1792	FASTKD1	79675
1793	FASTKD3	79072
1794	SYP	6855
1795	PUM2	23369
1796	IQCE	23288
1797	GANC	2595
1798	MRPS28	28957
1799	KAZN	23254
1800	PTPRE	5791
1801	RAPGEF6	51735
1802	MTOR	2475
1803	VEGFB	7423
1804	BIN3	55909
1805	LPCAT4	254531
1806	ZNRF1	84937
1807	EVI5L	115704
1808	MOB3C	148932
1809	POP7	10248
1810	IFT52	51098
1811	GNG5	2787
1812	PPP2R5E	5529
1813	EHMT1	79813
1814	UFSP2	55325
1815	SLC25A1	6576
1816	B3GNT2	10678
1817	CEP97	79598
1818	PPIH	10465
1819	SLC25A16	8034
1820	TAPT1	202018
1821	CAPN1	823
1822	ZNF484	83744
1823	STYX	6815
1824	MRPL42	28977
1825	CCNC	892
1826	ARMC10	83787
1827	UBA1	7317
1828	TRMT13	54482
1829	ST13	6767
1830	LMBRD2	92255
1831	GOPC	57120
1832	TRAF6	7189
1833	CTBP2	1488
1834	THOC5	8563
1835	ELP3	55140
1836	SLC25A38	54977
1837	TAB3	257397
1838	NPTN	27020
1839	RNF170	81790
1840	NSUN3	63899
1841	M6PR	4074
1842	PPP1CA	5499
1843	EED	8726
1844	BAP1	8314
1845	SDHAF2	54949
1846	SSH3	54961
1847	ZNF578	147660
1848	TERF1	7013
1849	ZCCHC10	54819
1850	HNRNPF	3185
1851	FBXO5	26271
1852	TMEM128	85013
1853	HACE1	57531
1854	DUSP22	56940
1855	PTPN6	5777
1856	STIM1	6786
1857	MRPS6	64968
1858	IQCB1	9657
1859	MED29	55588
1860	CMC1	152100
1861	TBC1D12	23232
1862	DRAP1	10589
1863	RCAN3	11123
1864	GPN3	51184
1865	TBCA	6902
1866	ATG4C	84938
1867	DCAF8	50717
1868	AKAP8	10270
1869	VASP	7408
1870	PHC3	80012
1871	EIF1	10209
1872	WDR48	57599
1873	EIF4H	7458
1874	SMC3	9126
1875	LUC7L2	51631
1876	RAP2B	5912
1877	TRAPPC5	126003
1878	RNF19A	25897
1879	CSTF1	1477
1880	PPP2R1B	5519
1881	ZNF766	90321
1882	FAM53B	9679
1883	EARS2	124454
1884	SRSF7	6432
1885	FAM199X	139231
1886	IQCK	124152
1887	MAPKAPK2	9261
1888	PLEKHB2	55041
1889	RSRC1	51319
1890	AP1M2	10053
1891	RELA	5970
1892	ACO2	50
1893	HAT1	8520
1894	PGM3	5238
1895	BOD1	91272
1896	SNX12	29934
1897	FAM114A2	10827
1898	HEATR6	63897
1899	TNFRSF1A	7132
1900	MAPK13	5603
1901	NMD3	51068
1902	ROCK1	6093
1903	MLST8	64223
1904	SNX7	51375
1905	ZNF646	9726
1906	SLC10A7	84068
1907	EIF2A	83939
1908	ZNF605	100289635
1909	SRSF3	6428
1910	ZNF710	374655
1911	POFUT1	23509
1912	TJP1	7082
1913	TYSND1	219743
1914	APPBP2	10513
1915	ZNF443	10224
1916	CACTIN	58509
1917	NUDT19	390916
1918	MRPS26	64949
1919	FBXO42	54455
1920	MAPK1IP1L	93487
1921	ZNF438	220929
1922	CARD8	22900
1923	SMARCAL1	50485
1924	CORO1B	57175
1925	POLB	5423
1926	ELF4	2000
1927	IL17RA	23765
1928	ZNF18	7566
1929	ABR	29
1930	AP5M1	55745
1931	NUP37	79023
1932	ATP13A1	57130
1933	TMEM41A	90407
1934	ATP6V1B2	526
1935	IKZF5	64376
1936	GPR108	56927
1937	RPP30	10556
1938	GDI1	2664
1939	FTO	79068
1940	TRNAU1AP	54952
1941	AGPAT5	55326
1942	RFXANK	8625
1943	ZNF75D	7626
1944	TMCC1	23023
1945	PLEKHM3	389072
1946	MRPL4	51073
1947	C5orf22	55322
1948	LSM6	11157
1949	TSKU	25987
1950	SERGEF	26297
1951	CCDC77	84318
1952	EXOSC3	51010
1953	NSUN4	387338
1954	XRCC5	7520
1955	ZFPL1	7542
1956	AZIN1	51582
1957	IL4R	3566
1958	SIK2	23235
1959	CREB3	10488
1960	RAB5B	5869
1961	TRMT10A	93587
1962	STX7	8417
1963	TTC33	23548
1964	HSCB	150274
1965	EIF4E	1977
1966	AAAS	8086
1967	ECE1	1889
1968	ZNF561	93134
1969	FMN1	342184
1970	MEN1	4221
1971	ACAD10	80724
1972	NAA60	79903
1973	DSTYK	25778
1974	ZNF444	55311
1975	ZMPSTE24	10269
1976	CCDC117	150275
1977	PTPN4	5775
1978	RBM15B	29890
1979	SNX13	23161
1980	SLC35B2	347734
1981	RBMX2	51634
1982	MID1	4281
1983	WHAMM	123720
1984	RNF145	153830
1985	LRRC59	55379
1986	AK2	204
1987	NSD1	64324
1988	WDR81	124997
1989	IDH3G	3421
1990	ZNF558	148156
1991	TAF5	6877
1992	SCO1	6341
1993	ADH5	128
1994	TTL	150465
1995	ZNF641	121274
1996	OSBPL8	114882
1997	EFR3A	23167
1998	SPG7	6687
1999	EIF5	1983
2000	SSU72	29101
2001	MRPL22	29093
2002	OAZ2	4947
2003	DNAAF2	55172
2004	NMRAL1	57407
2005	C21orf91	54149
2006	POLD4	57804
2007	C2orf68	388969
2008	ZNF273	10793
2009	RPAP2	79871
2010	RNGTT	8732
2011	SYK	6850
2012	ZDHHC17	23390
2013	FAHD2A	51011
2014	TMEM63B	55362
2015	SLC30A9	10463
2016	PSMF1	9491
2017	SNAP23	8773
2018	DDX19A	55308
2019	REXO4	57109
2020	ARFRP1	10139
2021	TAF11	6882
2022	HRH1	3269
2023	TXNDC15	79770
2024	THEM6	51337
2025	KLHL7	55975
2026	OAZ1	4946
2027	MAZ	4150
2028	CCDC112	153733
2029	UBE2N	7334
2030	TFB1M	51106
2031	BCL2L13	23786
2032	OSGEP	55644
2033	GSPT1	2935
2034	RNPS1	10921
2035	PDLIM1	9124
2036	CAPRIN2	65981
2037	TM9SF4	9777
2038	UNG	7374
2039	ZNF529	57711
2040	FKTN	2218
2041	ARL14EP	120534
2042	FEM1B	10116
2043	CDS2	8760
2044	THUMPD1	55623
2045	DHX30	22907
2046	CLN3	1201
2047	DPH2	1802
2048	NFRKB	4798
2049	CAB39	51719
2050	TEFM	79736
2051	TMEM39B	55116
2052	MBD2	8932
2053	SEC16A	9919
2054	RNF13	11342
2055	DCAF4	26094
2056	PIM1	5292
2057	SNX27	81609
2058	TTC9C	283237
2059	DNAJB14	79982
2060	NOC3L	64318
2061	SLC20A2	6575
2062	TMEM192	201931
2063	SNX14	57231
2064	DUSP7	1849
2065	B3GALT6	126792
2066	GTF3C4	9329
2067	IFT57	55081
2068	ARHGAP12	94134
2069	DYM	54808
2070	RCHY1	25898
2071	MED28	80306
2072	PXN	5829
2073	BNIP2	663
2074	JAK1	3716
2075	CRYBG3	131544
2076	HNRNPL	3191
2077	YIPF4	84272
2078	SPCS3	60559
2079	CCDC71	64925
2080	GIGYF2	26058
2081	EGLN2	112398
2082	UBE2D3	7323
2083	NUTF2	10204
2084	ARL15	54622
2085	TMEM205	374882
2086	NECAP2	55707
2087	PDIA6	10130
2088	LPCAT3	10162
2089	DOCK7	85440
2090	SMAD3	4088
2091	FAM89B	23625
2092	LMAN2	10960
2093	ZMIZ1	57178
2094	DCAF5	8816
2095	POC5	134359
2096	KDM3B	51780
2097	USP46	64854
2098	ZDHHC23	254887
2099	NUP160	23279
2100	CWC27	10283
2101	MBD3	53615
2102	NDUFA11	126328
2103	PIK3R1	5295
2104	SMS	6611
2105	SNUPN	10073
2106	DHX36	170506
2107	POLR2D	5433
2108	ACSL5	51703
2109	PRMT3	10196
2110	ZNF100	163227
2111	SMC6	79677
2112	PAWR	5074
2113	SERTAD3	29946
2114	PRKD3	23683
2115	TP53I3	9540
2116	KLHL9	55958
2117	PGPEP1	54858
2118	TAF9	6880
2119	ZNF324	25799
2120	DERL2	51009
2121	ERCC2	2068
2122	DDA1	79016
2123	B4GALNT3	283358
2124	RRAGB	10325
2125	NUDT16L1	84309
2126	DYNLT1	6993
2127	SLC35C1	55343
2128	MPND	84954
2129	PMS1	5378
2130	SARM1	23098
2131	MAP4K3	8491
2132	ZNF24	7572
2133	PI4K2A	55361
2134	CEBPZ	10153
2135	KCTD9	54793
2136	ZNF696	79943
2137	ARNT	405
2138	TPST2	8459
2139	TNFAIP1	7126
2140	TP53I13	90313
2141	PHF10	55274
2142	TGFBRAP1	9392
2143	APEH	327
2144	ORC5	5001
2145	HACL1	26061
2146	RWDD3	25950
2147	MRPS35	60488
2148	HDHD3	81932
2149	GLOD4	51031
2150	EI24	9538
2151	XPO1	7514
2152	TTF1	7270
2153	ARMC6	93436
2154	PPIL2	23759
2155	SPTLC2	9517
2156	MED13L	23389
2157	RNH1	6050
2158	ARHGAP35	2909
2159	DNM2	1785
2160	RAB21	23011
2161	NFYA	4800
2162	NECAB3	63941
2163	RALGPS1	9649
2164	TOMM22	56993
2165	YTHDC1	91746
2166	SPIN2B	474343
2167	ADD3	120
2168	LAMTOR1	55004
2169	MTMR3	8897
2170	THAP5	168451
2171	GCH1	2643
2172	C9orf72	203228
2173	PTPRG	5793
2174	SSX2IP	117178
2175	COMT	1312
2176	LRRK1	79705
2177	NDUFB10	4716
2178	KCTD6	200845
2179	CDC42EP4	23580
2180	PTK2	5747
2181	MTMR10	54893
2182	RIT1	6016
2183	ARL6IP6	151188
2184	ZNF83	55769
2185	FZD5	7855
2186	GTPBP1	9567
2187	TBC1D10B	26000
2188	RBBP4	5928
2189	PSMD1	5707
2190	GMPR2	51292
2191	PIGB	9488
2192	COQ10B	80219
2193	CSNK1E	1454
2194	TRAF4	9618
2195	EXOC4	60412
2196	RAD23A	5886
2197	TBC1D10A	83874
2198	QRSL1	55278
2199	SNX2	6643
2200	GIT2	9815
2201	IPP	3652
2202	SLC25A12	8604
2203	ZNF140	7699
2204	CSNK1G2	1455
2205	ACP2	53
2206	HIPK3	10114
2207	RUSC1	23623
2208	IPO8	10526
2209	FOXK2	3607
2210	PTBP1	5725
2211	TMUB2	79089
2212	CALM3	808
2213	ARL2	402
2214	ZNF45	7596
2215	SLC39A3	29985
2216	FAM131A	131408
2217	TBC1D1	23216
2218	MPI	4351
2219	ITSN1	6453
2220	C9orf85	138241
2221	ZNF107	51427
2222	TCF25	22980
2223	PTBP3	9991
2224	TMA16	55319
2225	NAA10	8260
2226	MED7	9443
2227	GOLGA5	9950
2228	LACTB	114294
2229	LRP10	26020
2230	ADCY9	115
2231	NAA30	122830
2232	MAP3K4	4216
2233	MARK3	4140
2234	ARRDC1	92714
2235	KCTD3	51133
2236	LIG3	3980
2237	CBR4	84869
2238	PPP6C	5537
2239	UBA3	9039
2240	ZNF611	81856
2241	ELL	8178
2242	TRIM24	8805
2243	UBFD1	56061
2244	ERI3	79033
2245	SCAP	22937
2246	MFSD11	79157
2247	TRAPPC2	6399
2248	RHEB	6009
2249	SMURF2	64750
2250	CAPRIN1	4076
2251	AKIP1	56672
2252	ARIH2	10425
2253	TMEM245	23731
2254	PSMB6	5694
2255	RPRD1B	58490
2256	CDCP1	64866
2257	RAB5A	5868
2258	C12orf75	387882
2259	IL1RAP	3556
2260	RGS3	5998
2261	ECHDC1	55862
2262	ZNF317	57693
2263	PRPSAP1	5635
2264	MREG	55686
2265	INVS	27130
2266	HLCS	3141
2267	TIMM13	26517
2268	DALRD3	55152
2269	FAM136A	84908
2270	HOOK1	51361
2271	NADSYN1	55191
2272	CDC37L1	55664
2273	ARF5	381
2274	EXOSC10	5394
2275	TMEM62	80021
2276	RIPK1	8737
2277	ETV3	2117
2278	HEATR5A	25938
2279	ZBTB17	7709
2280	PIAS3	10401
2281	ZFYVE1	53349
2282	TNIP2	79155
2283	TMEM242	729515
2284	MBNL1	4154
2285	EDEM2	55741
2286	U2AF2	11338
2287	IFT27	11020
2288	KIN	22944
2289	ATG4D	84971
2290	PDS5A	23244
2291	FLCN	201163
2292	UBA2	10054
2293	ST3GAL3	6487
2294	KAT8	84148
2295	PMPCB	9512
2296	IFNAR1	3454
2297	THOC6	79228
2298	GMFB	2764
2299	PPP1R11	6992
2300	WDR91	29062
2301	SNRNP40	9410
2302	PCK2	5106
2303	ERCC6	2074
2304	ARHGEF11	9826
2305	CUEDC2	79004
2306	DBT	1629
2307	ECI1	1632
2308	TXNDC12	51060
2309	PDIA3	2923
2310	TMEM167B	56900
2311	DAP	1611
2312	NCOA2	10499
2313	RBM17	84991
2314	LCLAT1	253558
2315	BCLAF1	9774
2316	CHD9	80205
2317	WDR7	23335
2318	RCOR1	23186
2319	CHMP4B	128866
2320	USF2	7392
2321	LTN1	26046
2322	C6orf120	387263
2323	ZNF778	197320
2324	VDAC3	7419
2325	FASTK	10922
2326	IAH1	285148
2327	LAMTOR5	10542
2328	RFT1	91869
2329	PRRG4	79056
2330	FKBP1A	2280
2331	ZNF232	7775
2332	MPDU1	9526
2333	ZNF675	171392
2334	VEZF1	7716
2335	EBAG9	9166
2336	PAK1	5058
2337	THRA	7067
2338	PIH1D1	55011
2339	MAF1	84232
2340	GOLPH3	64083
2341	ZNF691	51058
2342	SMAD5	4090
2343	COPB2	9276
2344	GAK	2580
2345	MAGOHB	55110
2346	CLPTM1L	81037
2347	DCAF16	54876
2348	PHF13	148479
2349	MTMR4	9110
2350	ESRRA	2101
2351	ZNF136	7695
2352	RRP8	23378
2353	FBXO45	200933
2354	PPP1R9B	84687
2355	ARHGEF9	23229
2356	NR1H2	7376
2357	NABP2	79035
2358	BAHD1	22893
2359	CDC37	11140
2360	PPP2CB	5516
2361	ATP2A2	488
2362	COMMD3	23412
2363	GET4	51608
2364	TMEM131	23505
2365	ZNF614	80110
2366	BANP	54971
2367	RWDD2A	112611
2368	FBXO21	23014
2369	TMEM30A	55754
2370	ZC3H14	79882
2371	NDUFAF5	79133
2372	FBXW4	6468
2373	CRTC2	200186
2374	PTDSS2	81490
2375	CLCN7	1186
2376	UFL1	23376
2377	ZNF343	79175
2378	RABEPK	10244
2379	HDDC2	51020
2380	TMEM223	79064
2381	TAX1BP1	8887
2382	RALB	5899
2383	RNF115	27246
2384	TMED2	10959
2385	MED22	6837
2386	NUP205	23165
2387	XAB2	56949
2388	ORAI2	80228
2389	DEPDC5	9681
2390	ABHD5	51099
2391	CFL1	1072
2392	ZNF513	130557
2393	MOB1A	55233
2394	CFLAR	8837
2395	ADI1	55256
2396	ARPC1A	10552
2397	PRSS16	10279
2398	WNK1	65125
2399	TTC8	123016
2400	WDR89	112840
2401	ATF5	22809
2402	ARFIP1	27236
2403	MRPL50	54534
2404	CERS6	253782
2405	MRPL11	65003
2406	TMEM222	84065
2407	HSPA1L	3305
2408	ZNF468	90333
2409	TBC1D2B	23102
2410	WDR3	10885
2411	DDHD2	23259
2412	GNA11	2767
2413	LSM4	25804
2414	PPID	5481
2415	TMPO	7112
2416	ZFAND1	79752
2417	THAP3	90326
2418	NAE1	8883
2419	METAP2	10988
2420	GALT	2592
2421	ELK4	2005
2422	GPS1	2873
2423	SMARCAD1	56916
2424	NSA2	10412
2425	YWHAQ	10971
2426	ZNF576	79177
2427	SCRN3	79634
2428	DNAJC7	7266
2429	KLHL28	54813
2430	SIAH2	6478
2431	TES	26136
2432	ADD1	118
2433	PHACTR2	9749
2434	ZMYM3	9203
2435	NOL8	55035
2436	ZNF787	126208
